Code	Model	Species	Size	River	Model.type	Default	Sampled.season	Valid.season	Data.origin	N.presences	N.absences	N.interviews.or.studies	True.positive	False.positive	True.negative	False.negative	Sensitivity	Specificity	TSS	Balanced.accuracy
ABFIL	Squalius.pyrenaicus.GAM.Medium.TRBD.All	Squalius pyrenaicus	Medium	Tagus River Basin District	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	80	264	NA	73	71	193	7	0.913	0.731	0.644	0.822
ABFIY	Squalius.pyrenaicus.HSC.Medium.TRBD.All	Squalius pyrenaicus	Medium	Tagus River Basin District	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	80	264	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJV	Squalius.pyrenaicus.NNET.Medium.TRBD.All	Squalius pyrenaicus	Medium	Tagus River Basin District	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	80	264	NA	79	85	179	1	0.988	0.678	0.666	0.833
ABFKR	Squalius.pyrenaicus.RF.Medium.TRBD.All	Squalius pyrenaicus	Medium	Tagus River Basin District	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	80	264	NA	79	85	179	1	0.988	0.678	0.666	0.833
ABFLO	Squalius.pyrenaicus.SVM.Medium.TRBD.All	Squalius pyrenaicus	Medium	Tagus River Basin District	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	80	264	NA	67	74	190	13	0.838	0.72	0.557	0.779
ABFIP	Squalius.pyrenaicus.GAM.Small.TRBD.All	Squalius pyrenaicus	Small	Tagus River Basin District	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	59	250	NA	56	99	151	3	0.949	0.604	0.553	0.777
ABFJO	Squalius.pyrenaicus.HSC.Small.TRBD.All	Squalius pyrenaicus	Small	Tagus River Basin District	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	59	250	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJZ	Squalius.pyrenaicus.NNET.Small.TRBD.All	Squalius pyrenaicus	Small	Tagus River Basin District	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	59	250	NA	59	84	166	0	1	0.664	0.664	0.832
ABFKV	Squalius.pyrenaicus.RF.Small.TRBD.All	Squalius pyrenaicus	Small	Tagus River Basin District	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	59	250	NA	59	84	166	0	1	0.664	0.664	0.832
ABFLS	Squalius.pyrenaicus.SVM.Small.TRBD.All	Squalius pyrenaicus	Small	Tagus River Basin District	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	59	250	NA	52	83	167	7	0.881	0.668	0.549	0.775
ABFIM	Squalius.pyrenaicus.GAM.Medium.Yeguas.All	Squalius pyrenaicus	Medium	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	12	714	NA	10	55	659	2	0.833	0.923	0.756	0.878
ABFIZ	Squalius.pyrenaicus.HSC.Medium.Yeguas.All	Squalius pyrenaicus	Medium	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	12	715	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJW	Squalius.pyrenaicus.NNET.Medium.Yeguas.All	Squalius pyrenaicus	Medium	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	12	714	NA	12	186	528	0	1	0.739	0.739	0.87
ABFKS	Squalius.pyrenaicus.RF.Medium.Yeguas.All	Squalius pyrenaicus	Medium	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	12	714	NA	12	186	528	0	1	0.739	0.739	0.87
ABFLP	Squalius.pyrenaicus.SVM.Medium.Yeguas.All	Squalius pyrenaicus	Medium	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	12	714	NA	11	108	606	1	0.917	0.849	0.765	0.883
ABFIQ	Squalius.pyrenaicus.GAM.Small.Yeguas.All	Squalius pyrenaicus	Small	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	705	NA	20	346	359	1	0.952	0.509	0.462	0.731
ABFJP	Squalius.pyrenaicus.HSC.Small.Yeguas.All	Squalius pyrenaicus	Small	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	706	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFKL	Squalius.pyrenaicus.NNET.Small.Yeguas.All	Squalius pyrenaicus	Small	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	705	NA	21	380	325	0	1	0.461	0.461	0.73
ABFKW	Squalius.pyrenaicus.RF.Small.Yeguas.All	Squalius pyrenaicus	Small	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	705	NA	21	380	325	0	1	0.461	0.461	0.73
ABFLT	Squalius.pyrenaicus.SVM.Small.Yeguas.All	Squalius pyrenaicus	Small	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	705	NA	15	216	489	6	0.714	0.694	0.408	0.704
ABFLV	Squalius.valentinus.FRBS.Large.EKorL.Spring.Summer.Autumn	Squalius valentinus	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFLU	Squalius.valentinus.FRBS.Large.EKorL.Autumn.Winter.Spring	Squalius valentinus	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFLY	Squalius.valentinus.HSC.Large.EKorL.All	Squalius valentinus	Large	Jucar River Basin District	HSC	TRUE	"Spring; Summer"	"Winter; Spring; Summer; Autumn"	Literature review	101	991	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFMN	Squalius.valentinus.HSC.Large.EKorL.Spring.Summer.Autumn	Squalius valentinus	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFLZ	Squalius.valentinus.HSC.Large.EKorL.Autumn.Winter.Spring	Squalius valentinus	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFLX	Squalius.valentinus.FRBS.Small.EKorL.Spring.Summer.Autumn	Squalius valentinus	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFLW	Squalius.valentinus.FRBS.Small.EKorL.Autumn.Winter.Spring	Squalius valentinus	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFMO	Squalius.valentinus.HSC.Small.EKorL.All	Squalius valentinus	Small	Jucar River Basin District	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Literature review	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFMQ	Squalius.valentinus.HSC.Small.EKorL.Spring.Summer.Autumn	Squalius valentinus	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFMP	Squalius.valentinus.HSC.Small.EKorL.Autumn.Winter.Spring	Squalius valentinus	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
